                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.73814,                 0.3518,                 1.0171,                0.98484,                0.95308,                0.98069,                0.86716,                 0.7215,                0.29553,                  0.964,              0.0002048,              0.0002048,              0.0002048
                    139,                0.72876,                 0.3474,                 1.0162,                0.98332,                 0.9548,                 0.9807,                 0.8697,                0.72256,                0.29622,                0.96041,              0.0001916,              0.0001916,              0.0001916
                    140,                0.71691,                0.34158,                 1.0065,                0.98042,                 0.9569,                0.98047,                0.87018,                 0.7191,                0.29646,                0.96138,              0.0001784,              0.0001784,              0.0001784
                    141,                0.65599,                0.30092,                0.97241,                0.97607,                0.96169,                  0.981,                0.87362,                0.71602,                0.29592,                 0.9633,              0.0001652,              0.0001652,              0.0001652
                    142,                0.65065,                0.29771,                0.97052,                0.97748,                0.96144,                0.98166,                0.87458,                 0.7157,                0.29537,                0.96088,               0.000152,               0.000152,               0.000152
                    143,                 0.6501,                0.29804,                0.96747,                0.97707,                0.96079,                0.98136,                0.87424,                0.71172,                  0.295,                0.95831,              0.0001388,              0.0001388,              0.0001388
                    144,                0.64044,                0.29517,                0.96462,                0.97866,                0.95989,                0.98154,                 0.8762,                0.70974,                0.29314,                0.95853,              0.0001256,              0.0001256,              0.0001256
                    145,                0.64198,                0.29533,                0.96176,                0.97643,                0.96229,                0.98185,                0.87803,                0.70417,                0.29183,                0.95576,              0.0001124,              0.0001124,              0.0001124
                    146,                0.65282,                0.29933,                0.97018,                0.97444,                0.96259,                0.98136,                0.87735,                0.70516,                0.29177,                0.95509,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                0.63704,                0.29449,                0.96497,                0.97898,                 0.9578,                0.98153,                0.87799,                0.70618,                0.29271,                0.95687,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                0.64778,                0.29557,                 0.9692,                0.97685,                0.95999,                0.98066,                0.87861,                0.70378,                0.29159,                0.95675,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                0.63314,                0.29163,                 0.9646,                0.97593,                0.96169,                  0.981,                0.87696,                0.70619,                0.29164,                0.95803,               5.96e-05,               5.96e-05,               5.96e-05
                    150,                0.62665,                0.28705,                0.96034,                0.97657,                0.96061,                0.98093,                0.87782,                 0.7045,                 0.2912,                0.95801,               4.64e-05,               4.64e-05,               4.64e-05
